,playerID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameNote,nameGiven,nameNick,weight,height,bats,throws,debut,finalGame,college
110,albagi01,,,1960,1,18,D.R.,,Santiago,,,,,,,Gibson,Alba,,Gibson Alberto (Rosado),,160,74,L,L,5/3/1988,5/8/1988,
111,albanjo01,,,1933,6,26,USA,NY,New York,,6,17,USA,NY,New York,Joe,Albanese,,Joseph Peter,,215,75,R,R,7/18/1958,9/9/1958,
112,alberjo01,,,1969,6,29,P.R.,,San Juan,,,,,,,Jose,Alberro,,Jose Edgardo,,190,74,R,R,4/27/1995,8/5/1997,
113,alberbu01,,,1950,5,4,USA,PA,Williamsport,,,,,,,Butch,Alberts,,Francis Burt,,205,74,R,R,9/7/1978,9/28/1978,Cincinnati
114,albercy01,,,1882,1,14,USA,MI,Grand Rapids,1917,8,27,USA,IN,Fort Wayne,Cy,Alberts,,Frederick Joseph,,230,72,R,R,9/17/1910,10/12/1910,
115,albergu01,,,1861,,,USA,PA,Reading,1912,5,7,USA,CO,Idaho Springs,Gus,Alberts,,Augustus Peter,,180,66,R,R,5/1/1884,9/22/1891,
116,albosed01,,,1918,10,27,USA,MI,Saginaw,2003,1,7,USA,MI,Saginaw,Ed,Albosta,,Edward John,Rube,175,73,R,R,9/3/1941,9/24/1946,
117,albreed01,,,1929,2,28,USA,MO,Affton,1979,12,29,USA,IL,Cahokia,Ed,Albrecht,,Edward Arthur,,165,70,R,R,10/2/1949,4/26/1950,
118,albrija01,,,1921,6,30,USA,FL,St. Petersburg,1991,7,22,USA,CA,San Diego,Jack,Albright,,Harold John,,175,69,R,R,5/19/1947,7/27/1947,
119,alburvi01,,,1947,5,12,USA,FL,Key West,,,,,,,Vic,Albury,,Victor,,190,72,L,L,8/7/1973,9/26/1976,
120,alcalsa01,,,1952,12,23,D.R.,,San Pedro de Macoris,,,,,,,Santo,Alcala,born Santo Anibal (Alcala),Santo,,195,77,R,R,4/10/1976,9/25/1977,
121,alcanis01,,,1971,5,6,D.R.,,Santo Domingo,,,,,,,Israel,Alcantara,,,,180,74,R,R,,8/22/2002,
122,alcarlu01,,,1941,6,20,P.R.,,Humacao,,,,,,,Luis,Alcaraz,,Angel Luis (Acosta),,165,69,R,R,9/13/1967,6/7/1970,
123,alcocsc01,,,1885,11,29,USA,OH,Wooster,1973,1,30,USA,OH,Wooster,Scotty,Alcock,,John Forbes,,160,69,R,R,4/19/1914,8/2/1914,
124,alderda01,,,1918,3,9,USA,NE,Belden,1982,2,12,USA,CA,Garden Grove,Dale,Alderson,,Dale Leonard,,190,70,R,R,9/18/1943,7/5/1944,
125,aldresc01,,,1968,6,12,USA,MI,Flint,,,,,,,Scott,Aldred,,Scott Phillip,,195,76,L,L,9/9/1990,,
126,aldremi01,,,1961,1,29,USA,CA,Carmel,,,,,,,Mike,Aldrete,,Michael Peter,,180,71,L,L,5/28/1986,9/29/1996,Stanford
127,aldrija01,,,1961,4,14,USA,LA,Alexandria,,,,,,,Jay,Aldrich,,Jay Robert,,210,75,R,R,6/5/1987,4/26/1990,Montclair State
128,aldrico01,,,1979,6,13,USA,TX,San Angelo,,,,,,,Cory,Aldridge,,,,225,73,L,R,9/5/2001,,
129,aldrivi01,,,1893,10,25,USA,IN,Crane,1973,4,17,USA,IN,Terre Haute,Vic,Aldridge,,Victor E.,,175,69,R,R,4/15/1917,8/29/1928,
130,alenoch01,,,1917,2,19,USA,MO,St. Louis,2003,2,10,USA,FL,Deland,Chuck,Aleno,,Charles,,215,73,R,R,5/15/1941,9/23/1944,
131,alexabo01,,,1922,8,7,CAN,BC,Vancouver,1993,4,7,USA,CA,Oceanside,Bob,Alexander,,Robert Somerville,,205,74,R,R,4/11/1955,9/22/1957,
132,alexada01,,,1903,4,26,USA,TN,Greeneville,1979,3,2,USA,TN,Greeneville,Dale,Alexander,,David Dale,Moose,210,75,R,R,4/16/1929,9/23/1933,
133,alexado01,,alexado01h,1950,9,4,USA,AL,Cordova,,,,,,,Doyle,Alexander,,Doyle Lafayette,,190,75,R,R,6/26/1971,9/27/1989,Jefferson St. JC
134,alexaga01,,,1953,3,27,USA,CA,Los Angeles,,,,,,,Gary,Alexander,,Gary Wayne,,195,74,R,R,9/12/1975,9/28/1981,Los Angeles Harbor JC
135,alexage01,,,1968,3,26,USA,LA,Baton Rouge,,,,,,,Gerald,Alexander,,Gerald Paul,,190,71,R,R,9/9/1990,6/30/1992,Tulane
136,alexahu01,,,1917,7,10,USA,MO,Buffalo,,11,25,USA,MO,Buffalo,Hugh,Alexander,,Hugh,,190,72,R,R,8/15/1937,9/22/1937,
137,alexama02,,,1971,3,20,D.R.,,San Pedro de Macoris,,,,,,,Manny,Alexander,born Manuel De Jesus (Alexander),Manuel De Jesus,,150,70,R,R,9/18/1992,9/28/2006,
138,alexama01,,,1947,1,30,USA,LA,Shreveport,,,,,,,Matt,Alexander,,Matthew,,168,71,B,R,8/23/1973,10/3/1981,
139,alexani01,,,1858,11,24,USA,IL,Pana,1933,12,22,USA,IL,Pana,Nin,Alexander,,William Henry,,163,64,R,R,6/7/1884,9/3/1884,
140,alexape01,,alexape01h,1887,2,26,USA,NE,Elba,1950,11,4,USA,NE,St.Paul,Pete,Alexander,,Grover Cleveland,Old Pete,185,73,R,R,4/15/1911,5/28/1930,
141,alexawa01,,,1891,3,5,USA,GA,Atlanta,1978,12,29,USA,TX,Fort Worth,Walt,Alexander,,Walter Ernest,,165,70,R,R,6/21/1912,9/8/1917,
142,alfonan01,,,1972,4,16,D.R.,,La Romana,,,,,,,Antonio,Alfonseca,,Antonio,El Pulpo The Octopus,250,77,R,R,6/17/1997,9/23/2007,
143,alfoned01,,,1973,11,8,Venezuela,,Santa Teresa,,,,,,,Edgardo,Alfonzo,,Edgardo Antonio,,210,71,R,R,4/26/1995,6/11/2006,
144,alicelu01,,,1965,7,29,P.R.,,Santurce,,,,,,,Luis,Alicea,,Luis Rene (De Jesus),,165,69,B,R,4/23/1988,9/25/2002,Florida State
145,allanan01,,,1961,12,22,USA,VA,Richmond,,,,,,,Andy,Allanson,,Andrew Neal,,220,77,R,R,4/7/1986,10/2/1995,Richmond
146,allarbr01,,,1958,1,3,USA,IL,Spring Valley,,,,,,,Brian,Allard,,Brian Marshall,,175,73,R,R,8/8/1979,6/10/1981,Western Illinois
147,allenbe01,,allenbe01h,1939,4,16,USA,OH,East Liverpool,,,,,,,Bernie,Allen,,Bernard Keith,,175,72,L,R,4/10/1962,9/19/1973,
148,allenbo01,allenbo01m,,1867,7,10,USA,OH,Marion,1943,5,14,USA,AR,Little Rock,Bob,Allen,,Robert Gilman,,175,71,R,R,4/19/1890,6/1/1900,
149,allenbo02,,,1894,10,13,USA,WI,Muscoda,1975,12,18,USA,IL,Naperville,Bob,Allen,born Alvah Charles Elliott,Robert,,180,70,R,R,8/20/1919,9/6/1919,
150,allenbo03,,,1914,7,2,USA,TN,Smithville,2005,10,30,USA,VA,Chesepeake,Bob,Allen,,Robert Earl,Thin Man,165,73,R,R,9/19/1937,10/2/1937,
151,allenbo04,,,1937,10,23,USA,TX,Tatum,,,,,,,Bob,Allen,,Robert Gray,,175,74,L,L,4/14/1961,9/27/1967,
152,allench01,,,1975,2,6,USA,TX,Dallas,,,,,,,Chad,Allen,,,,195,73,R,R,4/6/1999,6/2/2005,Cochise JC
153,allendi01,,allendi01h,1942,3,8,USA,PA,Wampum,,,,,,,Dick,Allen,Also played as Richie Allen,Richard Anthony,Wampum WalloperRichie,187,71,R,R,9/3/1963,6/19/1977,
154,allendu01,,,1972,8,9,USA,OK,Oklahoma City,,,,,,,Dusty,Allen,,,,215,76,R,R,,,
155,allenet01,,,1904,1,1,USA,OH,Cincinnati,1993,9,15,USA,OR,Brookings,Ethan,Allen,,Ethan Nathan,,180,73,R,R,6/21/1926,6/18/1938,
156,allenfr01,,,1888,8,26,USA,AL,Newbern,1933,7,30,USA,AL,Gainesville,Frank,Allen,,Frank Leon,,175,69,R,L,4/24/1912,9/19/1917,
157,allenha01,,,1846,4,20,USA,ME,Augusta,1881,2,6,USA,MA,Natick,Ham,Allen,,Frank Erwin,,,64,,,4/27/1872,8/9/1872,
158,allenha02,,,1940,7,23,USA,PA,Wampum,,,,,,,Hank,Allen,,Harold Andrew,,190,72,R,R,9/9/1966,9/28/1973,
159,allenhe01,,,1863,2,25,USA,CT,Westport,1916,9,21,USA,CT,Saugatuck,Hezekiah,Allen,,Hezekiah,Ki,160,71,,,5/16/1884,5/16/1884,
160,allenho01,,,1899,6,11,USA,FL,DeLand,1981,7,5,USA,NC,Canton,Horace,Allen,,Horace Tanner,Pug,187,72,L,R,6/15/1919,9/27/1919,
161,allenja01,,,1855,10,2,USA,IL,Woodstock,1915,4,21,USA,PA,Girard,Jack,Allen,,Cyrus Alban,,160,,R,R,5/1/1879,,
